date,observer,species morpho,Species ID,species code,rf.1.a,rf.2.p,rf.3.a,rf.4.p,rf.5.a,rf.6.a,rf.7.a,rf.8.a,rf.9.p,cm.10.a,cm.11.a,cm.12.p,cm.13.a,cm.14.a,cm.15.p,cm.16.p,cm.17.a,cm.18.p,cm.19.a,control,notes
2024-12-23,AT,Jagged rosette,Epilobium ciliatum,epicil,,,,,,,,,,,,,1,,,,,,,,
2025-01-05,CA,yarrow,Achillea millefolium,achmil,,1,,,,,,,,,,,,,,,,,,,
2025-01-05,CA,Crazy Grass,Carex sp,carsp,,,,,,,,,,,,,,,,,,,,,
2025-01-05,CA,Hairy Dan,Dantonia californica,dancal,2,,1,,4,,23,,,2,,,,,,3,,,,,
2025-01-05,CA,Unidentifed rush,Eleocharis sp,elesp,,,4,,,,,,,1,1,,,,,,1,,,,
2025-01-05,CA,Willowherb ,Epilobium ciliatum,epicil,,,,,,,,,,,,,1,1,,,,1,,,
2025-01-05,CA,Fleabane,Erigeron sp,erisp,,,,,,,,,,,,,,,,,,,,,
2025-01-05,CA,Opposite oval sprout ,Erythranthe primuloides,erypri,6,2,5,,1,3,,1,2,2,,1,33,3,9,32,1,22,2,,
2025-01-05,CA,Flat Rush ,Sisyrinchium idahoense,sisida,,,,,,,,,1,1,,,,7,,,,,,,I only saw 5? something is eating them?
2025-01-05,CA,Lung liverwort,Marchantia polymorpha ,marpol ,,,,,,,,,,,,,,,,,,,,, Decrease from moss removal 
2025-01-05,CA,Pennycress,Noccaeae fendleri,nocfen,,,,,,,,,,,,,,,,,,,,,
2025-01-05,CA,Two round leaved sprout w/ clover,Oxalis corniculata,oxacor,,,,,,,,,,,,,,,,,,,,,
2025-01-05,CA,Palmate sprout,Potentilla gracilis,potgra,,2,1,2,,1,4,7,,,,1,,,,,,,,,
2025-01-05,CA,Two leaf veiny dark sprout,Sidalcea oregana,sidore,,,,,,,,,,,,,,,1,,,,,,
2025-01-05,CA,Small Clover ,Trifolium longipes,trilon,3,1,8,1,9,,7,,2,,,,,,,2,,,1,,
2025-01-05,CA,Three leaf sprout,Viola adunca,vioadu,,,,,,,,,,,,,,,,,,,,,
2025-01-05,CA,Heart shaped leaf sprout,,,,,,,,,,,,,,,,,,,,,,,
2025-01-05,CA,Helicopter plant,,,,,,,,,,,,,,,,,,,,,,,
2025-01-05,CA,liverwort/fuzzy lobed,,,,,,,,,,,,,,,,,,,,,,,
2025-01-05,CA,Long flared plant,,,,,,,,,,,,,,,,,,,,,,,
2025-01-05,CA,Maidenhair fern ,,,,,,,,,,,,,,,,,,,,,,,
2025-01-05,CA,Oval leaf vine,,,,,,1,,,,,,,,,,,,,,,,,
2025-01-05,CA,Single leaf strong vein,,,,,,,,,,,,,,,,,,,,,,,
2025-01-05,CA,Thick green sprout,,,,,,,,,,,,,,,,,,,,,,,
2025-01-05,CA,thin flat grass,,,,,,,,,,,,,,,,,,,,,,,
2025-01-05,CA,Two teardrop thick sprout ,,,,1,,,,1,,,,,,,,,,,,,,,
2025-01-05,CA,White based soft grass ,,,,,,,,,,,,,,1,4,1,6,23,,1,,,
2025-01-05,CA,Jagged teardrop/Serviceberry,Amelanchier alnifolia ,amealn ,,,,,,,1,,,,,,,,,,,,,,
2025-01-05,CA,Branching Long leaf ,,,,,,,,,,,,,,,,,,,,2,,,
2025-01-05,CA,general grass ,,,33,18,4,1,38,40,18,6,3,120,3,,115,30,20,53,2,28,10,,
2025-01-05,CA,sticky grass,,,,,,,,,,1,,,,,,,,,,,,,
2025-01-05,CA,shiny top leaf ,,,,,,,,,,,,,,,,,,,,,,,
2025-01-05,CA,jagged Fred,,,,,,,,,,,,,,,,,,,,,,,
2025-01-05,CA,Not a viola,,,,,,,,,,1,,,,,,,,,,,,,
2025-01-05,CA,teardrop cluster,,,,,,,,,,,,,,,1,,,,,,1,,
2025-01-05,CA,red vein opposite leaves,Epilobium ciliatum,epicil,,,,,,,,1,,,,,,,,,,,,,
2025-01-05,CA,unidentified sedge?,,,3,,,,5,,,3,2,1,,,3,,,,,,,,
2025-01-05,CA,fuzzy teardrop ,,,,0,,,,,,,,,,,,,,,,,,,Died ?
2025-01-05,CA,Jagged rosette,Epilobium ciliatum,epicil,,,,,,,,,,,,,1,,,,,,,,
2025-01-10,"CA, AT",yarrow,Achillea millefolium,achmil,,1,,,,,,,,,,,,,,,,,,,
2025-01-10,"CA, AT",Crazy Grass,Carex sp,carsp,,,,,,,,,,,,,,,,,,,,,
2025-01-10,"CA, AT",Hairy Dan,Dantonia californica,dancal,2,,1,,4,,23,,,2,,,,,,3,,,,,
2025-01-10,"CA, AT",Unidentifed rush,Eleocharis sp,elesp,,,4,,,,,,,1,1,,,,,,1,,,,
2025-01-10,"CA, AT",Willowherb ,Epilobium ciliatum,epicil,,,,,,,,,,,,,1,1,,,,2,,,
2025-01-10,"CA, AT",Fleabane,Erigeron sp,erisp,,,,,,,,,,,,,,,,,,,,,
2025-01-10,"CA, AT",Opposite oval sprout ,Erythranthe primuloides,erypri,6,2,5,,1,3,,1,2,2,,1,33,3,9,32,1,22,2,,
2025-01-10,"CA, AT",Flat Rush ,Sisyrinchium idahoense,sisida,,,,,,,,,1,1,,,,7,,,,,,,
2025-01-10,"CA, AT",Lung liverwort,Marchantia polymorpha ,marpol ,,,,,,,,,,,,,,,,,,,,, Decrease from moss removal 
2025-01-10,"CA, AT",Pennycress,Noccaeae fendleri,nocfen,,,,,,,,,,,,,,,,,,,,,
2025-01-10,"CA, AT",Two round leaved sprout w/ clover,Oxalis corniculata,oxacor,,,,,,,,,,,,,,,,,,,,,
2025-01-10,"CA, AT",Palmate sprout,Potentilla gracilis,potgra,,2,1,2,,1,4,7,,,,1,,,,,,,,,
2025-01-10,"CA, AT",Two leaf veiny dark sprout,Sidalcea oregana,sidore,,,,,,,,,,,,,,,1,,,,,,
2025-01-10,"CA, AT",Small Clover ,Trifolium longipes,trilon,3,1,8,1,9,,7,,2,,,,,,,2,,,1,,
2025-01-10,"CA, AT",Three leaf sprout,Viola adunca,vioadu,,,,,,,,,,,,,,,,,,,,,
2025-01-10,"CA, AT",Heart shaped leaf sprout,,,,,,,,,,,,,,,,,,,,,,,
2025-01-10,"CA, AT",Helicopter plant,,,,,,,,,,,,,,,,,,,,,,,
2025-01-10,"CA, AT",liverwort/fuzzy lobed,,,,,,,,,,,,,,,,,,,,,,,
2025-01-10,"CA, AT",Long flared plant,,,,,,,,,,,,,,,,,,,,,,,
2025-01-10,"CA, AT",Maidenhair fern ,,,,,,,,,,,,,,,,,,,,,,,
2025-01-10,"CA, AT",Oval leaf vine,,,,,,1,,,,,,,,,,,,,,,,,
2025-01-10,"CA, AT",Single leaf strong vein,,,,,,,,,,,,,,,,,,,,,,,
2025-01-10,"CA, AT",Thick green sprout,,,,,,,,,,,,,,,,,,,,,,,
2025-01-10,"CA, AT",thin flat grass,,,,,,,,,,,,,,,,,,,,,,,
2025-01-10,"CA, AT",Two teardrop thick sprout ,,,,1,,,,1,,,,,,,,,,,,,,,
2025-01-10,"CA, AT",White based soft grass ,,,,,,,,,,,,,,1,4,1,6,23,,1,,,
2025-01-10,"CA, AT",Jagged teardrop/Serviceberry,Amelanchier alnifolia ,amealn ,,,,,,,1,,,,,,,,,,,,,,
2025-01-10,"CA, AT",Branching Long leaf ,,,,,,,,,,,,,,,,,,,,2,,,
2025-01-10,"CA, AT",general grass ,,,33,18,4,1,38,40,18,6,3,120,3,,115,30,20,53,2,28,10,,
2025-01-10,"CA, AT",sticky grass,,,,,,,,,,1,,,,,,,,,,,,,
2025-01-10,"CA, AT",shiny top leaf ,,,,,,,,,,,,,,,,,,,,,,,
2025-01-10,"CA, AT",jagged Fred,,,,,,,,,,,,,,,,,,,,,,,
2025-01-10,"CA, AT",Not a viola,,,,,,,,,,1,,,,,,,,,,,,,
2025-01-10,"CA, AT",teardrop cluster,,,,,,,,,,,,,,,1,,,,,,1,,
2025-01-10,"CA, AT",red vein opposite leaves,Epilobium ciliatum,epicil,,,,,,,,1,,,,,,,,,,,,,
2025-01-10,"CA, AT",unidentified sedge?,,,3,,,,5,,,3,2,1,,,3,,,,,,,,
2025-01-10,"CA, AT",fuzzy teardrop ,,,,,,,,,,,,,,,,,,,,,,,
2025-01-10,"CA, AT",Jagged rosette,Epilobium ciliatum,epicil,,,,,,,,,,,,,1,,,,,1,,,
2025-01-17,"CA, AT",yarrow,Achillea millefolium,achmil,,1,,,,,,,,,,,,,,,,,,,
2025-01-17,"CA, AT",Crazy Grass,Carex sp,carsp,,,,,,,,,,,,,,,,,,,,,
2025-01-17,"CA, AT",Hairy Dan,Dantonia californica,dancal,2,,1,,4,,23,,,2,,,,,,3,,,,,
2025-01-17,"CA, AT",Unidentifed rush,Eleocharis sp,elesp,,,4,,,,,,,1,1,,,,,,1,,,,
2025-01-17,"CA, AT",Willowherb ,Epilobium ciliatum,epicil,,,,,,,,,,,,,0,1,,,,2,,,1 repotted from plot cm.13.a
2025-01-17,"CA, AT",Fleabane,Erigeron sp,erisp,,,,,,,,,,,,,,,,,,,,,
2025-01-17,"CA, AT",Opposite oval sprout ,Erythranthe primuloides,erypri,6,2,5,,1,3,,1,2,2,,1,33,3,9,32,1,22,2,,
2025-01-17,"CA, AT",Flat Rush ,Sisyrinchium idahoense,sisida,,,,,,,,,1,1,,,,8,,,,,,,
2025-01-17,"CA, AT",Lung liverwort,Marchantia polymorpha ,marpol ,,,,,,,,,,,,,,,,,,,,, Decrease from moss removal 
2025-01-17,"CA, AT",Pennycress,Noccaeae fendleri,nocfen,,,,,,,,,,,,,,,,,,,,,
2025-01-17,"CA, AT",Two round leaved sprout w/ clover,Oxalis corniculata,oxacor,,,,,,,,,,,,,,,,,,,,,
2025-01-17,"CA, AT",Palmate sprout,Potentilla gracilis,potgra,,2,1,2,,1,2,4,,,,1,,,,,,,,,total of 5 died in plots rf.7 .a and rf.8.a
2025-01-17,"CA, AT",Two leaf veiny dark sprout,Sidalcea oregana,sidore,,,,,,,,,,,,,,,1,,,,,,
2025-01-17,"CA, AT",Small Clover ,Trifolium longipes,trilon,3,1,8,1,9,,6,,1,,,,,,,2,,,1,,total of 2 died in plots rf.7.a and rf.9.a
2025-01-17,"CA, AT",Three leaf sprout,Viola adunca,vioadu,,,,,,,,,,,,,,,,,,,,,
2025-01-17,"CA, AT",Heart shaped leaf sprout,,,,,,,,,,,,,,,,,,,,,,,
2025-01-17,"CA, AT",Helicopter plant,,,,,,,,,,,,,,,,,,,,,,,
2025-01-17,"CA, AT",liverwort/fuzzy lobed,,,,,,,,,,,,,,,,,,,,,,,
2025-01-17,"CA, AT",Long flared plant,,,,,,,,,,,,,,,,,,,,,,,
2025-01-17,"CA, AT",Maidenhair fern ,,,,,,,,,,,,,,,,,,,,,,,
2025-01-17,"CA, AT",Oval leaf vine,,,,,,1,,,,,,,,,,,,,,,,,
2025-01-17,"CA, AT",Single leaf strong vein,,,,,,,,,,,,,,,,,,,,,,,
2025-01-17,"CA, AT",Thick green sprout,,,,,,,,,,,,,,,,,,,,,,,
2025-01-17,"CA, AT",thin flat grass,,,,,,,,,,,,,,,,,,,,,,,
2025-01-17,"CA, AT",Two teardrop thick sprout ,,,,1,,,,1,,,,,,,,,,,,,,,
2025-01-17,"CA, AT",White based soft grass ,,,,,,,,,,,,,,1,4,1,6,23,,1,,,
2025-01-17,"CA, AT",Jagged teardrop/Serviceberry,Amelanchier alnifolia ,amealn ,,,,,,,1,,,,,,,,,,,,,,
2025-01-17,"CA, AT",Branching Long leaf ,,,,,,,,,,,,,,,,,,,,2,,,
2025-01-17,"CA, AT",general grass ,,,33,18,4,1,38,27,18,6,3,120,3,,115,30,20,53,2,23,10,,total of 18 dies from plots rf.6.a and cm.18.p
2025-01-17,"CA, AT",sticky grass,,,,,,,,,,1,,,,,,,,,,2,,,
2025-01-17,"CA, AT",shiny top leaf ,,,,,,,,,,,,,,,,,,,,,,,
2025-01-17,"CA, AT",jagged Fred,,,,,,,,,,,,,,,,,,,,,,,
2025-01-17,"CA, AT",Not a viola,,,,,,,,,,1,,,,,,,,,,,,,
2025-01-17,"CA, AT",teardrop cluster,,,,,,,,,,,,,,,1,,,,,,1,,
2025-01-17,"CA, AT",red vein opposite leaves,Epilobium ciliatum,epicil,,,,,,,,1,,,,,,,,,,,,,
2025-01-17,"CA, AT",unidentified sedge?,,,3,,,,5,,,3,2,1,,,3,,,,,,,,
2025-01-17,"CA, AT",fuzzy teardrop ,,,,,,,,,,,,,,,,,,,,,,,
2025-01-17,"CA, AT",Jagged rosette,Epilobium ciliatum,epicil,,,,,,,,,,,,,0,1,,,,2,,,1 repotted from plot cm.13.a
2025-01-24,"CA, AT",yarrow,Achillea millefolium,achmil,,1,,,,,,,,,,,,,,,,,,,
2025-01-24,"CA, AT",Crazy Grass,Carex sp,carsp,,,,,,,,,,,,,,,,,,,,,
2025-01-24,"CA, AT",Hairy Dan,Dantonia californica,dancal,2,,1,,4,,23,,,2,,,,,,3,,,,,
2025-01-24,"CA, AT",Unidentifed rush,Eleocharis sp,elesp,,,4,,,,,,,1,1,,,,,,1,,,,
2025-01-24,"CA, AT",Willowherb ,Epilobium ciliatum,epicil,,,,,,,,,,,,,,0,,,,2,,,1 died in plot cm.14.a
2025-01-24,"CA, AT",Fleabane,Erigeron sp,erisp,,,,,,,,,,,,,,,,,,,,,
2025-01-24,"CA, AT",Opposite oval sprout ,Erythranthe primuloides,erypri,6,2,5,,1,3,,1,2,2,,1,33,3,9,32,1,22,2,,
2025-01-24,"CA, AT",Flat Rush ,Sisyrinchium idahoense,sisida,,,,,,,,,1,1,,,,8,,,,,,,
2025-01-24,"CA, AT",Lung liverwort,Marchantia polymorpha ,marpol ,,,,,,,,,,,,,,,,,,,,, Decrease from moss removal 
2025-01-24,"CA, AT",Pennycress,Noccaeae fendleri,nocfen,,,,,,,,,,,,,,,,,,,,,
2025-01-24,"CA, AT",Two round leaved sprout w/ clover,Oxalis corniculata,oxacor,,,,,,,,,,,,,,,,,,,,,
2025-01-24,"CA, AT",Palmate sprout,Potentilla gracilis,potgra,,2,1,2,,1,2,4,,,,1,,,,,,,,,
2025-01-24,"CA, AT",Two leaf veiny dark sprout,Sidalcea oregana,sidore,,,,,,,,,,,,,,,1,,,,,,
2025-01-24,"CA, AT",Small Clover ,Trifolium longipes,trilon,3,1,8,1,9,,6,,1,,,,,,,1,,,1,,1 died in plot cm.16.p
2025-01-24,"CA, AT",Three leaf sprout,Viola adunca,vioadu,,,,,,,,,,,,,,,,,,,,,
2025-01-24,"CA, AT",Heart shaped leaf sprout,,,,,,,,,,,,,,,,,,,,,,,
2025-01-24,"CA, AT",Helicopter plant,,,,,,,,,,,,,,,,,,,,,,,
2025-01-24,"CA, AT",liverwort/fuzzy lobed,,,,,,,,,,,,,,,,,,,,,,,
2025-01-24,"CA, AT",Long flared plant,,,,,,,,,,,,,,,,,,,,,,,
2025-01-24,"CA, AT",Maidenhair fern ,,,,,,,,,,,,,,,,,,,,,,,
2025-01-24,"CA, AT",Oval leaf vine,,,,,,1,,,,,,,,,,,,,,,,,
2025-01-24,"CA, AT",Single leaf strong vein,,,,,,,,,,,,,,,,,,,,,,,
2025-01-24,"CA, AT",Thick green sprout,,,,,,,,,,,,,,,,,,,,,,,
2025-01-24,"CA, AT",thin flat grass,,,,,,,,,,,,,,,,,,,,,,,
2025-01-24,"CA, AT",Two teardrop thick sprout ,,,,1,,,,1,,,,,,,,,,,,,,,
2025-01-24,"CA, AT",White based soft grass ,,,,,,,,,,,,,,1,4,1,5,23,,1,,,1 died in plot cm.15.p
2025-01-24,"CA, AT",Jagged teardrop/Serviceberry,Amelanchier alnifolia ,amealn ,,,,,,,1,,,,,,,,,,,,,,
2025-01-24,"CA, AT",Branching Long leaf ,,,,,,,,,,,,,,,,,,,,2,,,
2025-01-24,"CA, AT",general grass ,,,33,18,4,1,38,27,18,6,2,120,3,,115,30,20,42,2,23,10,,total of 12 died combined in plots rf.9.p and cm.16.p
2025-01-24,"CA, AT",sticky grass,,,,,,,,,,1,,,,,,,,,,2,,,
2025-01-24,"CA, AT",shiny top leaf ,,,,,,,,,,,,,,,,,,,,,,,
2025-01-24,"CA, AT",jagged Fred,,,,,,,,,,,,,,,,,,,,,,,
2025-01-24,"CA, AT",Not a viola,,,,,,,,,,1,,,,,,,,,,,,,
2025-01-24,"CA, AT",teardrop cluster,,,,,,,,,,,,,,,1,,,,,,1,,
2025-01-24,"CA, AT",red vein opposite leaves,Epilobium ciliatum,epicil,,,,,,,,1,,,,,,,,,,,,,
2025-01-24,"CA, AT",unidentified sedge?,,,3,,,,5,,,3,2,1,,,3,,,,,,,,
2025-01-24,"CA, AT",fuzzy teardrop ,,,,,,,,,,,,,,,,,,,,,,,
2025-01-24,"CA, AT",Jagged rosette,Epilobium ciliatum,epicil,,,,,,,,,,,,,,1,,,,2,,,
2025-01-30,CA,yarrow,Achillea millefolium,achmil,,1,,,,,,,,,,,,,,,,,,,
2025-01-30,CA,Crazy Grass,Carex sp,carsp,,,,,,,,,,,,,,,,,,,,,
2025-01-30,CA,Hairy Dan,Dantonia californica,dancal,2,,1,,4,,23,,,2,,,,,,3,,,,,
2025-01-30,CA,Unidentifed rush,Eleocharis sp,elesp,,,4,,,,,,,1,1,,,,,,1,,,,
2025-01-30,CA,Willowherb ,Epilobium ciliatum,epicil,,,,,,,,,,,,,,,,,,2,,,
2025-01-30,CA,Fleabane,Erigeron sp,erisp,,,,,,,,,,,,,,,,,,,,,
2025-01-30,CA,Opposite oval sprout ,Erythranthe primuloides,erypri,6,2,5,,1,3,,1,2,2,,1,33,3,9,32,1,22,2,,
2025-01-30,CA,Flat Rush ,Sisyrinchium idahoense,sisida,,,,,,,,,1,1,,,,8,,,,,,,
2025-01-30,CA,Lung liverwort,Marchantia polymorpha ,marpol ,,,,,,,,,,,,,,,,,,,,, Decrease from moss removal 
2025-01-30,CA,Pennycress,Noccaeae fendleri,nocfen,,,,,,,,,,,,,,,,,,,,,
2025-01-30,CA,Two round leaved sprout w/ clover,Oxalis corniculata,oxacor,,,,,,,,,,,,,,,,,,,,,
2025-01-30,CA,Palmate sprout,Potentilla gracilis,potgra,,2,1,2,,1,2,4,,,,1,,,,,,,,,
2025-01-30,CA,Two leaf veiny dark sprout,Sidalcea oregana,sidore,,,,,,,,,,,,,,,1,,,,,,
2025-01-30,CA,Small Clover ,Trifolium longipes,trilon,3,1,5,1,9,,6,,1,,,,,,,1,,,1,,3 died in plot rf.3.a
2025-01-30,CA,Three leaf sprout,Viola adunca,vioadu,,,,,,,,,,,,,,,,,,,,,
2025-01-30,CA,Heart shaped leaf sprout,,,,,,,,,,,,,,,,,,,,,,,
2025-01-30,CA,Helicopter plant,,,,,,,,,,,,,,,,,,,,,,,
2025-01-30,CA,liverwort/fuzzy lobed,,,,,,,,,,,,,,,,,,,,,,,
2025-01-30,CA,Long flared plant,,,,,,,,,,,,,,,,,,,,,,,
2025-01-30,CA,Maidenhair fern ,,,,,,,,,,,,,,,,,,,,,,,
2025-01-30,CA,Oval leaf vine,,,,,,1,,,,,,,,,,,,,,,,,
2025-01-30,CA,Single leaf strong vein,,,,,,,,,,,,,,,,,,,,,,,
2025-01-30,CA,Thick green sprout,,,,,,,,,,,,,,,,,,,,,,,
2025-01-30,CA,thin flat grass,,,,,,,,,,,,,,,,,,,,,,,
2025-01-30,CA,Two teardrop thick sprout ,,,,0,,,,1,,,,,,,,,,,,,,,
2025-01-30,CA,White based soft grass ,,,,,,,,,,,,,,1,4,1,5,23,,1,,,1 died in plot cm.15.p
2025-01-30,CA,Jagged teardrop/Serviceberry,Amelanchier alnifolia ,amealn ,,,,,,,1,,,,,,,,,,,,,,
2025-01-30,CA,Branching Long leaf ,,,,,,,,,,,,,,,,,,,,2,,,
2025-01-30,CA,general grass ,,,33,18,4,1,38,27,18,6,2,120,3,,115,30,20,42,2,23,10,,
2025-01-30,CA,sticky grass,,,,,,,,,,1,,,,,,,,,,2,,,
2025-01-30,CA,shiny top leaf ,,,,,,,,,,,,,,,,,,,,,,,
2025-01-30,CA,jagged Fred,,,,,,,,,,,,,,,,,,,,,,,
2025-01-30,CA,Not a viola,,,,,,,,,,1,,,,,,,,,,,,,
2025-01-30,CA,teardrop cluster,,,,,,,,,,,,,,,1,,,,,,1,,
2025-01-30,CA,red vein opposite leaves,Epilobium ciliatum,epicil,,,,,,,,1,,,,,,,,,,,,,
2025-01-30,CA,unidentified sedge?,,,3,,,,5,,,3,2,1,,,3,,,,,,,,
2025-01-30,CA,fuzzy teardrop ,,,,,,,,,,,,,,,,,,,,,,,
2025-01-30,CA,Jagged rosette,Epilobium ciliatum,epicil,,,,,,,,,,,,,,1,,,,2,,,
2025-02-06,"AT, CA",yarrow,Achillea millefolium,achmil,,1,,,,,,,,,,,,,,,,,,,
2025-02-06,"AT, CA",Crazy Grass,Carex sp,carsp,,,,,,,,,,,,,,,,,,,,,
2025-02-06,"AT, CA",Hairy Dan,Dantonia californica,dancal,2,,1,,4,,23,,,2,,,,,,3,,,,,
2025-02-06,"AT, CA",Unidentifed rush,Eleocharis sp,elesp,,,4,,,,,,,1,1,,,,,,1,,,,
2025-02-06,"AT, CA",Willowherb ,Epilobium ciliatum,epicil,,,,,,,,,,,,,,,,,,2,,,
2025-02-06,"AT, CA",Fleabane,Erigeron sp,erisp,,,,,,,,,,,,,,,,,,,,,
2025-02-06,"AT, CA",Opposite oval sprout ,Erythranthe primuloides,erypri,6,2,5,,1,3,,1,2,2,,1,33,3,9,32,1,22,2,,
2025-02-06,"AT, CA",Flat Rush ,Sisyrinchium idahoense,sisida,,,,,,,,,1,1,,,,8,,,,,,,
2025-02-06,"AT, CA",Lung liverwort,Marchantia polymorpha ,marpol ,,,,,,,,,,,,,,,,,,,,,
2025-02-06,"AT, CA",Pennycress,Noccaeae fendleri,nocfen,,,,,,,,,,,,,,,,,,,,,
2025-02-06,"AT, CA",Two round leaved sprout w/ clover,Oxalis corniculata,oxacor,,,,,,,,,,,,,,,,,,,,,
2025-02-06,"AT, CA",Palmate sprout,Potentilla gracilis,potgra,,2,1,2,,1,2,3,,,,1,,,,,,,,,1 died rf.8.a
2025-02-06,"AT, CA",Two leaf veiny dark sprout,Sidalcea oregana,sidore,,,,,,,,,,,,,,,1,,,,,,
2025-02-06,"AT, CA",Small Clover ,Trifolium longipes,trilon,3,1,5,1,9,,2,,0,,,,,,,1,,,1,,"4 died in plot rf.7.a, 1 died rf.9.p"
2025-02-06,"AT, CA",Three leaf sprout,Viola adunca,vioadu,,,,,,,,,,,,,,,,,,,,,
2025-02-06,"AT, CA",Heart shaped leaf sprout,,,,,,,,,,,,,,,,,,,,,,,
2025-02-06,"AT, CA",Helicopter plant,,,,,,,,,,,,,,,,,,,,,,,
2025-02-06,"AT, CA",liverwort/fuzzy lobed,,,,,,,,,,,,,,,,,,,,,,,
2025-02-06,"AT, CA",Long flared plant,,,,,,,,,,,,,,,,,,,,,,,
2025-02-06,"AT, CA",Maidenhair fern ,,,,,,,,,,,,,,,,,,,,,,,
2025-02-06,"AT, CA",Oval leaf vine,,,,,,1,,,,,,,,,,,,,,,,,
2025-02-06,"AT, CA",Single leaf strong vein,,,,,,,,,,,,,,,,,,,,,,,
2025-02-06,"AT, CA",Thick green sprout,,,,,,,,,,,,,,,,,,,,,,,
2025-02-06,"AT, CA",thin flat grass,,,,,,,,,,,,,,,,,,,,,,,
2025-02-06,"AT, CA",Two teardrop thick sprout ,,,,,,,,1,,,,,,,,,,,,,,,
2025-02-06,"AT, CA",White based soft grass ,,,,,,,,,,,,,,1,4,1,5,23,,1,,,
2025-02-06,"AT, CA",Jagged teardrop/Serviceberry,Amelanchier alnifolia ,amealn ,,,,,,,1,,,,,,,,,,,,,,
2025-02-06,"AT, CA",Branching Long leaf ,,,,,,,,,,,,,,,,,,,,2,,,
2025-02-06,"AT, CA",general grass ,,,33,13,4,1,38,27,18,6,2,120,3,,115,30,20,42,2,23,10,,
2025-02-06,"AT, CA",sticky grass,,,,,,,,,,1,,,,,,,,,,,,,
2025-02-06,"AT, CA",shiny top leaf ,,,,,,,,,,,,,,,,,,,,,,,
2025-02-06,"AT, CA",jagged Fred,,,,,,,,,,,,,,,,,,,,,,,
2025-02-06,"AT, CA",Not a viola,,,,,,,,,,1,,,,,,,,,,,,,
2025-02-06,"AT, CA",teardrop cluster,,,,,,,,,,,,,,,1,,,,,,1,,
2025-02-06,"AT, CA",red vein opposite leaves,Epilobium ciliatum,epicil,,,,,,,,1,,,,,,,,,,,,,
2025-02-06,"AT, CA",unidentified sedge?,,,3,,,,5,,,3,2,1,,,3,,,,,,,,
2025-02-06,"AT, CA",fuzzy teardrop ,,,,,,,,,,,,,,,,,,,,,,,
2025-02-06,"AT, CA",Jagged rosette,Epilobium ciliatum,epicil,,,,,,,,,,,,,,1,,,,2,,,
2025-02-14,"AT, CA",yarrow,Achillea millefolium,achmil,,1,,,,,,,,,,,,,,,,,,,
2025-02-14,"AT, CA",Crazy Grass,Carex sp,carsp,,,,,,,,,,,,,,,,,,,,,
2025-02-14,"AT, CA",Hairy Dan,Dantonia californica,dancal,2,,1,,4,,23,,,2,,,,,,2,,,,,1 died in plot cm.16
2025-02-14,"AT, CA",Unidentifed rush,Eleocharis sp,elesp,,,4,,,,,,,1,0,,,,,,1,,,,1 died in plot cm.11
2025-02-14,"AT, CA",Willowherb ,Epilobium ciliatum,epicil,,,,,,,,,,,,,,,,,,1,,,1 died in plot cm.18
2025-02-14,"AT, CA",Fleabane,Erigeron sp,erisp,,,,,,,,,,,,,,,,,,,,,
2025-02-14,"AT, CA",Opposite oval sprout ,Erythranthe primuloides,erypri,6,2,5,,1,3,,1,2,2,,1,33,3,9,32,1,22,2,,
2025-02-14,"AT, CA",Flat Rush ,Sisyrinchium idahoense,sisida,,,,,,,,,1,1,,,,8,,,,,,,
2025-02-14,"AT, CA",Lung liverwort,Marchantia polymorpha ,marpol ,,,,,,,,,,,,,,,,,,,,,
2025-02-14,"AT, CA",Pennycress,Noccaeae fendleri,nocfen,,,,,,,,,,,,,,,,,,,,,
2025-02-14,"AT, CA",Two round leaved sprout w/ clover,Oxalis corniculata,oxacor,,,,,,,,,,,,,,,,,,,,,
2025-02-14,"AT, CA",Palmate sprout,Potentilla gracilis,potgra,,2,1,2,,1,2,3,,,,1,,,,,,,,,
2025-02-14,"AT, CA",Two leaf veiny dark sprout,Sidalcea oregana,sidore,,,,,,,,,,,,,,,1,,,,,,
2025-02-14,"AT, CA",Small Clover ,Trifolium longipes,trilon,3,1,5,1,9,,2,,,,,,,,,1,,,0,,1 died in plot cm.19
2025-02-14,"AT, CA",Three leaf sprout,Viola adunca,vioadu,,,,,,,,,,,,,,,,,,,,,
2025-02-14,"AT, CA",Heart shaped leaf sprout,,,,,,,,,,,,,,,,,,,,,,,
2025-02-14,"AT, CA",Helicopter plant,,,,,,,,,,,,,,,,,,,,,,,
2025-02-14,"AT, CA",liverwort/fuzzy lobed,,,,,,,,,,,,,,,,,,,,,,,
2025-02-14,"AT, CA",Long flared plant,,,,,,,,,,,,,,,,,,,,,,,
2025-02-14,"AT, CA",Maidenhair fern ,,,,,,,,,,,,,,,,,,,,,,,
2025-02-14,"AT, CA",Oval leaf vine,,,,,,1,,,,,,,,,,,,,,,,,
2025-02-14,"AT, CA",Single leaf strong vein,,,,,,,,,,,,,,,,,,,,,,,
2025-02-14,"AT, CA",Thick green sprout,,,,,,,,,,,,,,,,,,,,,,,
2025-02-14,"AT, CA",thin flat grass,,,,,,,,,,,,,,,,,,,,,,,
2025-02-14,"AT, CA",Two teardrop thick sprout ,,,,,,,,1,,,,,,,,,,,,,,,
